GeneID	Lenght	#Reads	EC#	RPKM	Archaea	Eukaryota	Bacteria	Actinobacteria	Bacteroidetes	Proteobacteria	Gammaproteobacteria	Betaproteobacteria	Alphaproteobacteria	Firmicutes	Bacilli	Clostridia	Clostridiaceae	Eubacteriaceae	Lachnospiraceae	Oscillospiraceae	Ruminococcaceae
WP_025644389.1	1812	2	3.6.5.n1	10.1958594003	5.09792970016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.09792970016	0.0
WP_020071676.1	306	2	0.0.0.0	60.3754811549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.1877405774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.1877405774	0.0
WP_016323946.1	3504	3	0.0.0.0	7.90877450059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90877450059	0.0
SCH56915.1	2115	2	3.1.4.52	8.73517599687	0.0	0.0	0.0	0.0	0.0	0.0	4.36758799844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36758799844	0.0
WP_014774470.1	1185	2	0.0.0.0	15.5906305767	0.0	7.79531528835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.79531528835	0.0
WP_044534076.1	933	7	0.0.0.0	69.3056166311	0.0	59.4048142553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.90080237588	0.0
WP_049728715.1	1083	3	3.4.13.9	25.5885003232	8.52950010775	0.0	0.0	0.0	8.52950010775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.52950010775	0.0
WP_016322835.1	1515	2	3.6.3.17	12.1946516392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0973258196	0.0	0.0	0.0	0.0	0.0	0.0	6.0973258196	0.0
WP_007493539.1	648	3	0.0.0.0	42.765965818	0.0	0.0	0.0	0.0	14.2553219393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2553219393	0.0	14.2553219393	0.0
gi|150002608|ref|NC_009614.1|:118605-121406	2802	1	3.6.3.27	3.29673398169	0.0	3.29673398169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDD14358.1	1524	2	0.0.0.0	12.1226359799	0.0	6.06131798996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.06131798996	0.0
CDD30148.1	1194	2	0.0.0.0	15.4731132608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7365566304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7365566304	0.0
ERK53129.1	270	3	0.0.0.0	102.638317963	34.2127726544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.4255453088	0.0
SCH80164.1	204	2	0.0.0.0	90.5632217323	0.0	0.0	0.0	0.0	0.0	0.0	45.2816108661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.2816108661	0.0
WP_023346286.1	2820	3	3.6.3.17	9.82707299648	3.27569099883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27569099883	0.0	0.0	0.0	0.0	0.0	0.0	3.27569099883	0.0
WP_016226133.1	1215	3	3.4.11.4	22.8085151029	0.0	0.0	0.0	0.0	15.2056767353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.60283836765	0.0
WP_016281554.1	891	3	0.0.0.0	31.1025205949	10.367506865	0.0	0.0	0.0	10.367506865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.367506865	0.0
WP_034840374.1	708	2	6.3.2.6	26.0944876178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0472438089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0472438089	0.0
WP_055214207.1	1572	2	0.0.0.0	11.7524791561	0.0	0.0	0.0	0.0	5.87623957805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87623957805	0.0
CCZ46766.1	1947	3	5.99.1.3	14.2333568824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74445229414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.48890458828	0.0
WP_009246311.1	1539	2	5.4.2.12	12.0044816331	0.0	0.0	0.0	0.0	6.00224081656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.00224081656	0.0
ESL02691.1	1191	2	1.1.1.38	15.5120883572	0.0	0.0	0.0	0.0	7.75604417858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75604417858	0.0
SCH67183.1	1107	3	1.17.7.4	25.0337360886	8.3445786962	0.0	0.0	0.0	0.0	0.0	0.0	8.3445786962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3445786962	0.0
gi|150006674|ref|NC_009615.1|:3299124-3300815	1692	1	0.0.0.0	5.45948499804	0.0	5.45948499804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_016293348.1	750	2	0.0.0.0	24.6331963112	0.0	0.0	0.0	0.0	12.3165981556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3165981556	0.0
WP_021630935.1	2367	2	0.0.0.0	7.80519528238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.90259764119	0.0	0.0	0.0	0.0	0.0	0.0	3.90259764119	0.0
SET07413.1	1308	2	0.0.0.0	14.1245391693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06226958463	0.0	0.0	0.0	0.0	0.0	0.0	7.06226958463	0.0
gi|150002608|ref|NC_009614.1|:2418421-2419674	1254	1	0.0.0.0	7.36638645669	0.0	7.36638645669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_015548048.1	999	2	0.0.0.0	18.493390624	0.0	9.246695312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.246695312	0.0
WP_021748682.1	1191	2	2.7.2.3	15.5120883572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75604417858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75604417858	0.0
WP_006771739.1	285	2	0.0.0.0	64.8242008189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.4121004094	0.0	0.0	0.0	0.0	0.0	0.0	32.4121004094	0.0
WP_049727433.1	1284	2	5.2.1.8	14.3885492472	7.19427462359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.19427462359	0.0
WP_066737981.1	1446	2	1.3.1.2	12.7765541033	6.38827705165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38827705165	0.0
WP_005840175.1	498	2	0.0.0.0	37.0981872156	0.0	18.5490936078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.5490936078	0.0
WP_051147140.1	1395	2	0.0.0.0	13.2436539307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2436539307	0.0
WP_016299351.1	1482	2	0.0.0.0	12.4661924652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.23309623259	0.0	0.0	0.0	0.0	0.0	0.0	6.23309623259	0.0
WP_027094803.1	1503	3	6.1.1.6	18.438021191	0.0	0.0	0.0	0.0	0.0	0.0	12.2920141273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14600706367	0.0
WP_023275954.1	1137	2	0.0.0.0	16.2488102316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.12440511582	0.0	8.12440511582	0.0
WP_026648301.1	642	2	2.7.4.3	28.7770984944	0.0	0.0	0.0	0.0	14.3885492472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3885492472	0.0
CDB84772.1	1731	2	2.4.1.129	10.6729620066	0.0	0.0	0.0	0.0	5.33648100329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.33648100329	0.0
WP_021749611.1	411	3	0.0.0.0	67.4266322386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.4266322386	0.0
SCI20724.1	1347	2	5.4.2.10	13.7155881465	0.0	0.0	0.0	0.0	6.85779407327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.85779407327	0.0
WP_027400061.1	693	2	0.0.0.0	26.6593033671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3296516835	0.0	0.0	0.0	0.0	0.0	0.0	13.3296516835	0.0
CBL40814.1	1056	2	4.2.1.45	17.4951678346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74758391732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.74758391732	0.0
CDD45996.1	930	3	0.0.0.0	29.7982213442	9.93274044806	0.0	0.0	0.0	9.93274044806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93274044806	0.0
SCH99373.1	1107	2	1.8.98.1	16.6891573924	0.0	0.0	0.0	0.0	8.3445786962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3445786962	0.0
WP_040213531.1	882	2	2.7.7.24	20.9465955027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4732977514	0.0	10.4732977514	0.0
WP_016305251.1	1545	2	6.1.1.14	11.957862287	0.0	0.0	0.0	0.0	5.97893114349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97893114349	0.0
WP_016147984.1	1506	2	1.1.1.205	12.2675280434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.13376402171	0.0	0.0	0.0	0.0	0.0	0.0	6.13376402171	0.0
WP_016292790.1	594	16	0.0.0.0	248.820164759	0.0	0.0	0.0	0.0	233.268904462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.5512602975	0.0
WP_016223388.1	1050	4	0.0.0.0	35.1902804445	0.0	0.0	0.0	0.0	26.3927103334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.79757011114	0.0
SCI58462.1	2682	2	2.4.1.129	6.88847771565	0.0	0.0	0.0	0.0	3.44423885783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44423885783	0.0
CCZ46075.1	1104	3	0.0.0.0	25.1017625454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1017625454	0.0
WP_008400628.1	918	2	4.1.1.23	20.125160385	10.0625801925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0625801925	0.0
WP_025488416.1	993	2	0.0.0.0	18.6051331655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30256658277	0.0	0.0	0.0	0.0	0.0	0.0	9.30256658277	0.0
SCJ32108.1	864	2	0.0.0.0	21.382982909	10.6914914545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6914914545	0.0
CCY59490.1	966	2	0.0.0.0	19.1251524155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.56257620776	0.0	0.0	0.0	0.0	0.0	0.0	9.56257620776	0.0
CDD89207.1	2154	2	3.6.5.n1	8.5770182142	0.0	4.2885091071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2885091071	0.0
WP_031219979.1	5913	7	0.0.0.0	10.9355894329	7.81113530923	0.0	0.0	0.0	0.0	1.56222706185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56222706185	0.0
WP_027084852.1	2319	2	3.2.1.177	7.96675171772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.98337585886	0.0	0.0	0.0	0.0	3.98337585886	0.0
WP_016230399.1	744	2	5.3.1.1	24.8318511201	0.0	0.0	0.0	0.0	12.4159255601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4159255601	0.0
WP_006574560.1	690	2	0.0.0.0	26.7752133817	13.3876066909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3876066909	0.0
CCX53084.1	1884	2	3.6.1.3	9.8062087226	0.0	4.9031043613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9031043613	0.0
WP_054328675.1	3528	4	1.2.7.1	10.4732977514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85497331351	0.0	0.0	0.0	0.0	0.0	0.0	2.61832443784	0.0
WP_031389907.1	1356	2	0.0.0.0	13.6245554818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81227774092	0.0	0.0	0.0	0.0	0.0	0.0	6.81227774092	0.0
WP_034626439.1	2976	2	0.0.0.0	6.20796278003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.10398139002	0.0	3.10398139002	0.0
WP_016321553.1	324	3	0.0.0.0	85.531931636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.531931636	0.0
CCZ29053.1	1554	2	6.1.1.14	11.8886082583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.94430412915	0.0	0.0	0.0	0.0	0.0	0.0	5.94430412915	0.0
SCG88571.1	1110	2	3.6.3.19	16.6440515616	0.0	0.0	0.0	0.0	8.3220257808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.3220257808	0.0
WP_016228107.1	1314	2	0.0.0.0	14.0600435566	0.0	0.0	0.0	0.0	7.0300217783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0300217783	0.0
WP_055068286.1	1062	2	0.0.0.0	17.3963250785	0.0	0.0	0.0	0.0	8.69816253926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.69816253926	0.0
WP_016224271.1	267	2	0.0.0.0	69.1943716606	0.0	0.0	0.0	0.0	34.5971858303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.5971858303	0.0
WP_023275073.1	420	2	0.0.0.0	43.9878505557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9939252778	0.0	21.9939252778	0.0
SCH64702.1	2070	7	3.6.5.n1	31.2377489453	8.92507112724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3876066909	0.0	0.0	0.0	0.0	0.0	0.0	8.92507112724	0.0
WP_055183202.1	3156	2	6.1.1.5	5.85389646178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92694823089	0.0	0.0	0.0	0.0	0.0	0.0	2.92694823089	0.0
CCX72556.1	543	2	0.0.0.0	34.023751811	17.0118759055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0118759055	0.0
WP_016224478.1	1728	3	5.4.2.2	16.0372371818	0.0	0.0	0.0	0.0	10.6914914545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.34574572725	0.0
WP_032941474.1	1311	2	0.0.0.0	14.0922175693	0.0	7.04610878466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04610878466	0.0
CDA13599.1	1215	3	1.1.1.103	22.8085151029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.2056767353	0.0	0.0	0.0	0.0	0.0	0.0	7.60283836765	0.0
CDB76796.1	273	2	0.0.0.0	67.6736162395	0.0	0.0	0.0	0.0	0.0	33.8368081198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.8368081198	0.0
WP_016285411.1	1422	2	2.4.2.14	12.9921921472	0.0	0.0	0.0	0.0	6.49609607362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.49609607362	0.0
gi|479192860|ref|NC_021035.1|:1355773-1359444	3672	1	2.7.7.6	2.51564504812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51564504812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SCI47955.1	1650	2	6.1.1.17	11.1969074142	5.59845370709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.59845370709	0.0
gi|347530298|ref|NC_015977.1|:c2144808-2144629	180	1	0.0.0.0	51.3191589816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.3191589816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|78211558|ref|NC_007516.1|:c1888518-1886614	1905	1	2.7.7.6	4.84905439196	4.84905439196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_016217832.1	381	2	0.0.0.0	48.4905439196	0.0	0.0	0.0	0.0	24.2452719598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.2452719598	0.0
SCH69407.1	840	2	0.0.0.0	21.9939252778	10.9969626389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.9969626389	0.0
WP_016230110.1	1599	2	0.0.0.0	11.5540320409	0.0	0.0	0.0	0.0	5.77701602045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77701602045	0.0
WP_016221282.1	1116	2	2.7.7.27	16.5545674134	8.27728370671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.27728370671	0.0
WP_016316580.1	867	3	0.0.0.0	31.9634900232	0.0	0.0	0.0	0.0	0.0	0.0	21.3089933488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6544966744	0.0
CDC80717.1	1401	2	6.1.1.16	13.1869359268	0.0	0.0	0.0	0.0	0.0	0.0	6.59346796338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.59346796338	0.0
CUX54090.1	1830	2	3.6.5.n1	10.0955722587	0.0	0.0	0.0	0.0	5.04778612934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.04778612934	0.0
EOS71376.1	1737	2	5.4.2.2	10.6360951257	0.0	0.0	0.0	0.0	5.31804756286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31804756286	0.0
CCZ34522.1	1890	3	1.2.7.4	14.6626168519	0.0	0.0	0.0	0.0	4.88753895063	0.0	0.0	0.0	0.0	0.0	0.0	4.88753895063	0.0	0.0	0.0	4.88753895063	0.0
WP_066454872.1	867	2	2.7.7.9	21.3089933488	0.0	0.0	0.0	0.0	0.0	0.0	10.6544966744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.6544966744	0.0
WP_008982605.1	948	3	2.7.7.6	29.2324323313	9.74414411043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.74414411043	0.0	0.0	0.0	0.0	0.0	0.0	9.74414411043	0.0
CDE41177.1	852	2	0.0.0.0	21.6841516824	0.0	10.8420758412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8420758412	0.0
gi|150002608|ref|NC_009614.1|:c1092869-1092423	447	1	0.0.0.0	20.665433147	0.0	20.665433147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gi|220903286|ref|NC_011883.1|:c551338-550814	525	1	0.0.0.0	17.5951402223	0.0	0.0	0.0	17.5951402223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_044937788.1	2019	4	0.0.0.0	18.3010373783	0.0	0.0	0.0	0.0	13.7257780337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57525934457	0.0
WP_050617100.1	951	2	0.0.0.0	19.426810971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.71340548548	0.0	9.71340548548	0.0
gi|150006674|ref|NC_009615.1|:554304-555632	1329	1	0.0.0.0	6.95067616004	0.0	6.95067616004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WP_016218300.1	756	2	3.6.3.28	24.4376947532	0.0	0.0	0.0	0.0	0.0	0.0	12.2188473766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2188473766	0.0
WP_016147386.1	651	2	0.0.0.0	28.379258423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1896292115	0.0	14.1896292115	0.0
WP_016290788.1	765	2	1.1.1.381	24.1501924619	0.0	0.0	0.0	0.0	12.075096231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.075096231	0.0
CDC99833.1	1479	2	4.3.1.3	12.4914788596	0.0	6.24573942981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24573942981	0.0
WP_008150624.1	1857	2	3.6.1.29	9.94878687851	0.0	4.97439343925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.97439343925	0.0
WP_055066972.1	684	2	3.6.3.28	27.0100836745	0.0	0.0	0.0	0.0	13.5050418373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5050418373	0.0
WP_031389463.1	1125	2	4.2.1.51	16.4221308741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21106543706	0.0	0.0	0.0	0.0	0.0	0.0	8.21106543706	0.0
CDB00401.1	1176	2	2.1.2.3	15.709946627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85497331351	0.0	0.0	0.0	0.0	0.0	0.0	7.85497331351	0.0
WP_004064958.1	1152	5	1.3.8.1	40.0930929544	16.0372371818	0.0	0.0	0.0	16.0372371818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.01861859088	0.0
WP_066580916.1	1503	6	0.0.0.0	36.876042382	6.14600706367	0.0	0.0	0.0	24.5840282547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14600706367	0.0
WP_034227925.1	1335	3	0.0.0.0	20.7583114982	13.8388743321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91943716606	0.0
WP_044920134.1	1116	2	2.7.7.27	16.5545674134	0.0	0.0	0.0	0.0	8.27728370671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.27728370671	0.0
EDR48430.1	195	2	0.0.0.0	94.7430627353	0.0	0.0	47.3715313677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.3715313677	0.0
WP_016213497.1	1584	2	0.0.0.0	11.6634452231	0.0	0.0	0.0	0.0	5.83172261155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.83172261155	0.0
WP_003523318.1	1299	2	3.6.3.14	14.2223997178	7.11119985889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11119985889	0.0
WP_004062345.1	984	2	0.0.0.0	18.7753020664	0.0	0.0	0.0	0.0	9.38765103322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.38765103322	0.0
CVI65755.1	1248	2	0.0.0.0	14.8036035524	0.0	7.4018017762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.4018017762	0.0
WP_025543939.1	654	2	0.0.0.0	28.2490783385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1245391693	0.0	0.0	0.0	0.0	0.0	0.0	14.1245391693	0.0
gi|386359470|ref|NC_017587.1|:c1349279-1348080	1200	1	3.6.4.6	7.69787384724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.69787384724	0.0	0.0	0.0
SCJ58182.1	1224	2	4.3.1.15	15.0938702887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54693514436	0.0	7.54693514436	0.0
WP_049948149.1	759	2	0.0.0.0	24.3411030743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1705515371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1705515371	0.0
WP_067627135.1	1182	2	0.0.0.0	15.6302007051	0.0	0.0	0.0	0.0	7.81510035253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.81510035253	0.0
CDE56200.1	1224	2	0.0.0.0	15.0938702887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.54693514436	0.0	0.0	0.0	0.0	0.0	0.0	7.54693514436	0.0
WP_066535699.1	723	2	0.0.0.0	25.5531082066	0.0	0.0	0.0	0.0	0.0	0.0	12.7765541033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7765541033	0.0
WP_054324022.1	423	2	0.0.0.0	43.6758799844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.8379399922	0.0	0.0	0.0	0.0	0.0	0.0	21.8379399922	0.0
gi|257062754|ref|NC_013165.1|:991294-994887	3594	2	1.2.7.1	5.14048337045	2.57024168522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57024168522	0.0	0.0	0.0
CCX57472.1	807	2	0.0.0.0	22.8933051219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.446652561	0.0	11.446652561	0.0
EGJ45442.2	675	2	5.3.3.2	27.3702181235	0.0	0.0	0.0	0.0	0.0	0.0	13.6851090618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6851090618	0.0
WP_066731268.1	1209	2	1.1.1.3	15.2811391509	0.0	0.0	0.0	0.0	7.64056957543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64056957543	0.0
WP_009255230.1	783	2	1.3.1.108	23.5950156237	0.0	0.0	0.0	0.0	11.7975078119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7975078119	0.0
SCW34707.1	810	2	0.0.0.0	22.8085151029	0.0	0.0	0.0	0.0	11.4042575515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4042575515	0.0
